Amplicon	Cpos	Gpos	001-A1-2531.cov	001-A1-2531.ratio	002-B1-930.cov	002-B1-930.ratio	003-C1-2184.cov	003-C1-2184.ratio	004-D1-1814.cov	004-D1-1814.ratio	005-E1-539.cov	005-E1-539.ratio	006-F1-1607.cov	006-F1-1607.ratio	007-G1-2467.cov	007-G1-2467.ratio	008-H1-1622.cov	008-H1-1622.ratio	009-A2-1962.cov	009-A2-1962.ratio	010-B2-1398.cov	010-B2-1398.ratio	011-C2-2265.cov	011-C2-2265.ratio	012-D2-1608.cov	012-D2-1608.ratio	013-E2-2124.cov	013-E2-2124.ratio	014-F2-1366.cov	014-F2-1366.ratio	015-G2-2649.cov	015-G2-2649.ratio	016-H2-1314.cov	016-H2-1314.ratio	017-A3-1393.cov	017-A3-1393.ratio	018-B3-2148.cov	018-B3-2148.ratio	019-C3-948.cov	019-C3-948.ratio	020-D3-2387.cov	020-D3-2387.ratio	021-E3-903.cov	021-E3-903.ratio	022-F3-2398.cov	022-F3-2398.ratio	023-G3-1747.cov	023-G3-1747.ratio	024-H3-2109.cov	024-H3-2109.ratio	025-A4-2427.cov	025-A4-2427.ratio	026-B4-1767.cov	026-B4-1767.ratio	027-C4-2520.cov	027-C4-2520.ratio	028-D4-1895.cov	028-D4-1895.ratio	029-E4-993.cov	029-E4-993.ratio	030-F4-1721.cov	030-F4-1721.ratio	031-G4-1220.cov	031-G4-1220.ratio	032-H4-2560.cov	032-H4-2560.ratio	033-A5-1365.cov	033-A5-1365.ratio	034-B5-1217.cov	034-B5-1217.ratio	035-C5-2349.cov	035-C5-2349.ratio	036-D5-1650.cov	036-D5-1650.ratio	037-E5-1342.cov	037-E5-1342.ratio	038-F5-462.cov	038-F5-462.ratio	039-G5-2288.cov	039-G5-2288.ratio	040-H5-996.cov	040-H5-996.ratio	041-A6-2272.cov	041-A6-2272.ratio	042-B6-2128.cov	042-B6-2128.ratio	043-C6-579.cov	043-C6-579.ratio	044-D6-1618.cov	044-D6-1618.ratio	045-E6-1923.cov	045-E6-1923.ratio	046-F6-1362.cov	046-F6-1362.ratio	047-G6-584.cov	047-G6-584.ratio	048-H6-1275.cov	048-H6-1275.ratio	049-A7-1616.cov	049-A7-1616.ratio	050-B7-2091.cov	050-B7-2091.ratio	051-C7-2011.cov	051-C7-2011.ratio	052-D7-2497.cov	052-D7-2497.ratio	053-E7-529.cov	053-E7-529.ratio	054-F7-982.cov	054-F7-982.ratio	055-G7-1908.cov	055-G7-1908.ratio	056-H7-1823.cov	056-H7-1823.ratio	057-A8-997.cov	057-A8-997.ratio	058-B8-1617.cov	058-B8-1617.ratio	059-C8-1606.cov	059-C8-1606.ratio	060-D8-2465.cov	060-D8-2465.ratio	061-E8-1623.cov	061-E8-1623.ratio	062-F8-1605.cov	062-F8-1605.ratio	063-G8-1361.cov	063-G8-1361.ratio	064-H8-2575.cov	064-H8-2575.ratio	065-A9-580.cov	065-A9-580.ratio	066-B9-783.cov	066-B9-783.ratio	067-C9-955.cov	067-C9-955.ratio	068-D9-2287.cov	068-D9-2287.ratio	069-E9-888.cov	069-E9-888.ratio	070-F9-1806.cov	070-F9-1806.ratio	071-G9-2046.cov	071-G9-2046.ratio	072-H9-2132.cov	072-H9-2132.ratio	073-A10-2608.cov	073-A10-2608.ratio	074-B10-2293.cov	074-B10-2293.ratio	075-C10-894.cov	075-C10-894.ratio	076-D10-2315.cov	076-D10-2315.ratio	077-E10-2395.cov	077-E10-2395.ratio	078-F10-2390.cov	078-F10-2390.ratio	079-G10-1919.cov	079-G10-1919.ratio	080-H10-2505.cov	080-H10-2505.ratio	081-A11-985.cov	081-A11-985.ratio	082-B11-1728.cov	082-B11-1728.ratio	083-C11-1283.cov	083-C11-1283.ratio	084-D11-2606.cov	084-D11-2606.ratio	085-E11-1402.cov	085-E11-1402.ratio	086-F11-417.cov	086-F11-417.ratio	087-G11-1922.cov	087-G11-1922.ratio	088-H11-2172.cov	088-H11-2172.ratio	089-A12-1858.cov	089-A12-1858.ratio	090-B12-2111.cov	090-B12-2111.ratio	091-C12-0M.cov	091-C12-0M.ratio	092-D12-1M.cov	092-D12-1M.ratio	093-E12-25M.cov	093-E12-25M.ratio	094-F12-50M.cov	094-F12-50M.ratio	095-G12-75M.cov	095-G12-75M.ratio	096-H12-100M.cov	096-H12-100M.ratio
lethal_RP11-927P21.4::chr17:62777131-62777183	3	5	3237	54.09	6507	73.47	3474	56.33	6344	64.39	4005	33.13	4650	82.30	9120	62.83	4090	 1.93	5283	32.71	4420	80.81	7747	19.84	12690	63.26	2712	56.16	3679	20.14	2040	 6.72	3422	43.40	10914	81.90	4962	 0.97	877	28.05	11624	46.20	3877	41.63	2700	68.30	4311	24.68	11405	64.50	9229	44.24	8549	19.76	3197	 1.88	4806	18.33	5132	 3.78	3760	64.04	4144	73.60	2522	 1.90	5550	69.32	2951	 1.56	3841	63.06	4297	 5.28	6277	79.18	6779	55.88	2734	44.55	8330	55.80	5671	37.47	785	 1.66	3255	32.17	12361	61.78	2759	 1.70	7701	 4.48	3718	22.92	5989	50.58	6420	22.10	7381	38.36	13979	67.30	3293	27.42	2722	16.97	5571	48.81	5192	36.38	5417	 5.93	2139	73.21	5271	31.95	5599	31.31	3915	64.11	4016	11.48	4315	27.58	2910	58.73	2025	34.42	14894	76.07	6023	 3.93	8539	50.71	5503	73.03	14996	10.26	7171	70.05	16226	50.05	9742	37.74	3516	55.66	5859	 3.35	2954	 1.22	5263	 7.03	9028	12.00	3281	51.51	10543	 4.24	7553	28.92	2137	13.85	847	26.45	1615	40.06	4475	 6.73	1675	 1.25	4259	 1.97	7790	24.99	16810	77.90	11850	73.39	5588	51.25	328	 0.00	1313	 0.15	723	38.73	1511	60.36	986	88.74	1986	94.81
lethal_RP11-927P21.4::chr17:62777131-62777183	18	20	3237	55.42	6507	75.64	3474	57.20	6344	65.48	4005	36.98	4650	85.46	9120	63.54	4090	 4.13	5283	38.60	4420	81.33	7747	21.63	12690	69.54	2712	58.59	3679	20.82	2040	12.25	3422	45.09	10914	84.01	4962	 3.12	877	48.92	11624	47.84	3877	43.90	2700	75.67	4311	26.21	11405	65.85	9229	48.50	8549	30.34	3197	 4.04	4806	23.20	5132	10.60	3760	73.86	4144	75.70	2522	 5.55	5550	76.32	2951	 4.30	3841	66.05	4297	11.59	6277	82.03	6779	62.93	2734	48.83	8330	55.37	5671	41.39	785	 3.57	3255	36.47	12361	60.80	2759	 2.90	7701	 7.34	3718	27.00	5989	52.60	6420	24.41	7381	40.31	13979	68.25	3293	29.55	2722	20.17	5571	56.90	5192	39.19	5417	11.63	2139	77.37	5271	44.30	5599	36.04	3915	65.06	4016	15.56	4315	28.69	2910	66.87	2025	58.42	14894	77.27	6023	 9.45	8539	61.87	5503	74.41	14996	21.07	7171	72.43	16226	54.79	9742	38.69	3516	57.91	5859	 4.20	2954	 3.15	5263	13.41	9028	10.98	3281	53.64	10543	 5.65	7553	32.90	2137	16.33	847	42.86	1615	44.15	4475	 8.13	1675	 4.72	4259	 3.08	7790	30.53	16810	80.90	11850	73.05	5588	53.08	328	 0.30	1313	 0.08	723	38.87	1511	64.73	986	92.39	1986	97.03
lethal_RP11-927P21.4::chr17:62777131-62777183	28	30	3237	54.31	6507	76.23	3474	57.14	6344	65.76	4005	34.71	4650	85.35	9120	67.79	4090	 1.59	5283	37.33	4420	81.58	7747	20.94	12690	67.08	2712	58.19	3679	21.01	2040	 9.61	3422	43.25	10914	83.41	4962	 2.28	877	41.39	11624	46.53	3877	41.73	2700	74.07	4311	25.28	11405	65.23	9229	46.78	8549	26.35	3197	 2.38	4806	20.04	5132	 5.83	3760	72.42	4144	75.29	2522	 3.01	5550	75.37	2951	 2.74	3841	64.51	4297	 8.89	6277	80.98	6779	61.01	2734	46.56	8330	57.09	5671	39.16	785	 2.55	3255	36.59	12361	59.50	2759	 3.30	7701	 6.61	3718	25.98	5989	51.76	6420	22.68	7381	34.16	13979	68.02	3293	28.82	2722	19.29	5571	54.60	5192	39.29	5417	 7.33	2139	76.34	5271	40.45	5599	35.60	3915	64.80	4016	11.90	4315	28.20	2910	60.17	2025	42.52	14894	74.94	6023	 5.76	8539	57.90	5503	71.47	14996	17.59	7171	70.85	16226	53.09	9742	39.48	3516	56.26	5859	 4.05	2954	 1.62	5263	11.89	9028	12.28	3281	54.07	10543	 3.16	7553	31.74	2137	15.16	847	39.32	1615	42.85	4475	 9.39	1675	 1.37	4259	 2.37	7790	26.88	16810	79.52	11850	74.80	5588	54.90	328	 0.00	1313	 0.23	723	38.45	1511	64.53	986	89.35	1986	96.98
lethal_TBX1::chr22:19743310-19743360	0	2	11159	35.27	30660	78.22	29156	81.01	25414	68.89	12884	13.26	18727	53.54	29787	77.82	15680	43.46	30125	84.24	10929	 3.25	25897	52.70	27366	44.39	18003	60.09	22193	54.48	9089	21.51	9714	20.51	37570	85.08	28816	83.78	3987	16.38	20654	48.37	10229	16.60	26143	91.02	19351	65.19	20367	19.50	21515	32.95	26340	45.40	35084	82.98	21629	60.42	41266	81.50	27603	84.03	28487	83.94	31229	83.98	25062	51.45	31557	84.61	17658	53.22	34387	74.63	26420	47.46	41394	75.14	24323	74.48	35834	70.74	38977	63.19	12340	78.95	25374	70.93	33331	56.63	34183	76.73	26626	25.32	20294	59.59	24027	69.66	19954	46.71	27552	64.90	37729	68.84	18421	57.04	15434	38.97	36237	82.90	28530	65.01	35196	66.52	14146	71.30	26967	65.26	29085	65.56	27145	79.56	11829	 7.19	26235	63.09	14020	49.79	8948	12.04	30706	49.72	21467	32.45	21598	52.44	19396	59.02	41530	71.11	29776	77.61	22628	 7.04	30870	67.60	16647	47.67	45295	68.80	26028	76.19	17642	36.57	34838	52.03	14176	41.63	19173	19.62	40460	76.62	18886	79.48	8996	58.50	17100	77.42	17861	40.82	12662	41.08	18774	25.21	36229	57.35	42591	83.71	38671	71.52	32433	69.86	163	 0.00	452	 0.22	555	 0.18	714	 0.14	742	62.67	739	74.29
lethal_TBX1::chr22:19743310-19743360	25	27	11159	29.38	30660	76.69	29156	82.55	25414	69.87	12884	26.27	18727	56.35	29787	77.09	15680	40.87	30125	78.95	10929	 4.44	25897	46.20	27366	25.02	18003	61.70	22193	52.17	9089	22.03	9714	25.22	37570	87.11	28816	81.61	3987	21.19	20654	54.97	10229	19.45	26143	90.30	19351	65.15	20367	14.62	21515	36.30	26340	44.16	35084	81.24	21629	62.73	41266	82.81	27603	85.01	28487	82.84	31229	82.54	25062	49.34	31557	85.83	17658	54.36	34387	72.16	26420	51.75	41394	74.95	24323	75.40	35834	63.48	38977	69.50	12340	77.93	25374	70.90	33331	53.77	34183	77.32	26626	25.07	20294	59.66	24027	69.73	19954	47.63	27552	67.30	37729	72.34	18421	56.49	15434	39.59	36237	84.11	28530	64.38	35196	62.48	14146	78.52	26967	64.13	29085	63.50	27145	81.43	11829	 6.04	26235	55.98	14020	19.77	8948	16.90	30706	58.22	21467	35.62	21598	53.14	19396	51.32	41530	74.08	29776	79.64	22628	 8.04	30870	64.74	16647	48.27	45295	65.37	26028	74.82	17642	32.45	34838	59.38	14176	41.54	19173	20.45	40460	73.40	18886	78.54	8996	52.85	17100	74.98	17861	46.02	12662	41.27	18774	25.48	36229	54.59	42591	81.25	38671	72.35	32433	68.64	163	 0.61	452	59.51	555	 0.18	714	40.62	742	97.17	739	99.86
lethal_TBX1::chr22:19743310-19743360	30	32	11159	 45.86	30660	 80.26	29156	 86.36	25414	 70.97	12884	 42.74	18727	 74.37	29787	 80.82	15680	 52.47	30125	 80.62	10929	  6.41	25897	 57.45	27366	 44.92	18003	 65.19	22193	 60.23	9089	 30.61	9714	 47.12	37570	 88.94	28816	 83.98	3987	 36.87	20654	 70.78	10229	 30.58	26143	 92.77	19351	 68.32	20367	 39.34	21515	 52.52	26340	 49.91	35084	 83.51	21629	 67.20	41266	 85.20	27603	 88.61	28487	 86.12	31229	 87.47	25062	 56.65	31557	 87.80	17658	 70.23	34387	 74.97	26420	 62.55	41394	 81.17	24323	 80.62	35834	 71.86	38977	 71.63	12340	 83.01	25374	 76.65	33331	 79.24	34183	 80.82	26626	 30.25	20294	 65.38	24027	 71.82	19954	 50.11	27552	 72.63	37729	 80.91	18421	 62.12	15434	 52.72	36237	 88.19	28530	 70.09	35196	 73.47	14146	 87.33	26967	 68.01	29085	 72.85	27145	 83.57	11829	 20.94	26235	 67.25	14020	 53.72	8948	 34.20	30706	 76.72	21467	 49.03	21598	 67.04	19396	 79.65	41530	 79.61	29776	 83.87	22628	 12.94	30870	 68.91	16647	 69.11	45295	 75.33	26028	 76.90	17642	 42.30	34838	 70.95	14176	 45.34	19173	 28.64	40460	 77.52	18886	 83.92	8996	 65.73	17100	 81.88	17861	 75.53	12662	 45.85	18774	 35.62	36229	 62.63	42591	 86.14	38671	 74.33	32433	 71.02	163	  0.61	452	  0.00	555	  0.54	714	 40.62	742	 97.04	739	100.00
lethal_TBX1::chr22:19743310-19743360	32	34	11159	 41.84	30660	 79.20	29156	 85.14	25414	 71.56	12884	 39.04	18727	 60.92	29787	 81.27	15680	 46.80	30125	 83.39	10929	  6.15	25897	 53.96	27366	 40.04	18003	 66.15	22193	 55.30	9089	 23.92	9714	 41.96	37570	 87.65	28816	 83.43	3987	 31.58	20654	 72.27	10229	 26.89	26143	 91.44	19351	 67.20	20367	  9.52	21515	 37.30	26340	 49.26	35084	 84.73	21629	 60.73	41266	 85.57	27603	 80.53	28487	 84.41	31229	 85.28	25062	 55.79	31557	 87.14	17658	 50.10	34387	 74.83	26420	 67.42	41394	 77.86	24323	 76.06	35834	 72.28	38977	 71.54	12340	 81.64	25374	 74.41	33331	 62.06	34183	 80.13	26626	 26.35	20294	 63.81	24027	 72.21	19954	 47.76	27552	 65.62	37729	 69.27	18421	 59.94	15434	 43.46	36237	 79.75	28530	 67.13	35196	 68.45	14146	 82.53	26967	 65.73	29085	 68.68	27145	 80.99	11829	 15.48	26235	 66.30	14020	 44.43	8948	 20.08	30706	 61.64	21467	 44.49	21598	 56.62	19396	 72.92	41530	 74.42	29776	 84.09	22628	 11.64	30870	 66.69	16647	 63.40	45295	 72.42	26028	 78.35	17642	 40.53	34838	 67.79	14176	 45.86	19173	 23.84	40460	 76.85	18886	 80.45	8996	 58.63	17100	 80.78	17861	 65.85	12662	 44.27	18774	 28.51	36229	 61.94	42591	 84.64	38671	 73.17	32433	 70.20	163	  0.00	452	  0.00	555	  0.18	714	 40.90	742	 97.17	739	100.00
lethal_TBX1::chr22:19743310-19743360	35	37	11159	59.41	30660	84.92	29156	86.67	25414	78.36	12884	52.07	18727	83.64	29787	86.60	15680	59.95	30125	87.82	10929	18.22	25897	69.31	27366	67.06	18003	73.90	22193	67.21	9089	43.12	9714	60.96	37570	89.72	28816	86.36	3987	53.30	20654	77.74	10229	42.26	26143	92.90	19351	70.10	20367	51.42	21515	68.62	26340	55.55	35084	86.44	21629	71.37	41266	88.49	27603	87.86	28487	88.31	31229	87.20	25062	70.90	31557	87.54	17658	79.99	34387	80.26	26420	80.09	41394	83.63	24323	83.75	35834	78.63	38977	77.19	12340	85.41	25374	80.44	33331	81.79	34183	84.07	26626	36.03	20294	68.50	24027	77.58	19954	56.17	27552	75.40	37729	82.16	18421	66.95	15434	63.43	36237	86.61	28530	74.79	35196	79.34	14146	88.53	26967	72.27	29085	76.19	27145	83.34	11829	32.17	26235	72.98	14020	72.73	8948	38.43	30706	83.06	21467	59.24	21598	74.80	19396	81.66	41530	70.87	29776	84.50	22628	31.79	30870	73.81	16647	76.15	45295	79.72	26028	78.29	17642	53.87	34838	70.97	14176	51.02	19173	35.96	40460	77.73	18886	86.31	8996	74.47	17100	85.10	17861	78.90	12662	53.96	18774	40.60	36229	67.36	42591	87.50	38671	74.87	32433	74.25	163	 0.00	452	 0.44	555	 0.54	714	40.76	742	97.17	739	99.86
lethal_TBX1::chr22:19743310-19743360	42	44	11159	42.93	30660	76.20	29156	84.16	25414	66.94	12884	32.96	18727	70.61	29787	81.06	15680	48.72	30125	81.56	10929	 6.41	25897	50.20	27366	44.50	18003	63.76	22193	55.36	9089	24.41	9714	40.79	37570	86.41	28816	82.91	3987	22.32	20654	55.85	10229	17.11	26143	91.97	19351	66.66	20367	20.96	21515	41.42	26340	48.30	35084	82.89	21629	62.13	41266	83.45	27603	82.42	28487	86.41	31229	84.05	25062	51.46	31557	85.04	17658	61.12	34387	75.38	26420	62.71	41394	75.97	24323	77.94	35834	75.35	38977	66.48	12340	80.97	25374	72.07	33331	65.30	34183	78.82	26626	22.44	20294	60.99	24027	70.72	19954	49.56	27552	58.36	37729	72.66	18421	57.68	15434	39.87	36237	86.28	28530	65.13	35196	66.53	14146	81.81	26967	64.98	29085	69.14	27145	81.39	11829	10.12	26235	59.86	14020	48.61	8948	20.85	30706	54.43	21467	44.95	21598	54.48	19396	64.30	41530	74.60	29776	83.22	22628	 6.12	30870	62.41	16647	57.11	45295	72.23	26028	78.00	17642	43.25	34838	64.38	14176	43.90	19173	19.29	40460	76.74	18886	78.69	8996	57.20	17100	80.89	17861	59.39	12662	42.28	18774	26.52	36229	59.39	42591	83.22	38671	71.44	32433	70.18	163	 0.00	452	 0.22	555	 0.36	714	40.62	742	47.04	739	99.86
lethal_Y_RNA::chr5:10333831-10333893	0	2	182754	 7.02	160815	54.94	261013	33.48	207053	13.71	199138	 2.50	195511	16.07	151580	 2.87	131710	43.07	172909	38.69	174855	39.03	178239	18.64	186431	 6.67	230749	 9.36	221243	11.08	178759	 6.06	193393	24.46	223094	56.21	186383	 6.89	234673	 4.03	190085	16.70	213649	14.22	235395	12.35	189856	 5.02	172437	22.71	141604	38.19	197545	 2.31	200524	 4.78	207849	26.00	163261	59.07	148853	45.51	192969	59.82	176783	51.88	221395	41.40	142109	28.12	183805	14.91	193850	28.42	236303	47.22	172789	39.28	147599	29.33	194698	14.34	165619	10.55	201677	 1.15	190680	32.52	160675	40.12	206676	 3.16	277075	 3.27	232757	 4.51	190203	31.13	173654	 6.49	150865	16.65	175339	27.68	198295	10.42	195345	 4.08	148359	25.86	214628	14.82	194899	24.35	202161	18.29	182424	16.23	205110	17.17	140816	 6.71	162498	 1.76	173555	 8.91	193138	34.57	207711	 0.83	239195	 3.43	225158	16.99	161058	14.01	153973	 1.97	156603	 6.01	210072	 8.55	184204	 7.66	157499	30.04	179016	 8.01	211953	38.94	193739	40.95	184394	 4.59	197300	 4.02	173971	23.24	153145	 1.70	228032	17.39	152374	21.39	187298	 5.75	141790	 3.36	148620	 4.85	179073	10.03	192796	 1.70	188493	24.35	169383	64.20	163604	38.70	146961	25.97	158494	 0.38	79773	 4.59	74780	19.50	77255	39.82	108809	65.98	67821	97.68
lethal_Y_RNA::chr5:10333831-10333893	4	6	182754	 7.72	160815	54.45	261013	33.37	207053	18.09	199138	 2.22	195511	17.74	151580	 2.27	131710	40.80	172909	40.04	174855	37.56	178239	19.65	186431	11.81	230749	10.81	221243	10.76	178759	 6.75	193393	23.00	223094	56.76	186383	 6.85	234673	 3.93	190085	24.11	213649	13.97	235395	13.92	189856	 4.64	172437	24.29	141604	41.12	197545	 3.08	200524	 5.73	207849	32.36	163261	62.77	148853	55.84	192969	59.94	176783	51.98	221395	48.98	142109	28.85	183805	15.41	193850	32.52	236303	47.00	172789	43.01	147599	31.54	194698	12.32	165619	23.06	201677	 0.81	190680	32.50	160675	40.88	206676	 2.35	277075	 2.24	232757	 4.59	190203	33.10	173654	 8.76	150865	18.77	175339	35.47	198295	12.08	195345	 4.55	148359	31.13	214628	14.94	194899	24.80	202161	19.64	182424	19.40	205110	19.11	140816	 8.16	162498	 1.82	173555	11.69	193138	48.21	207711	 0.58	239195	 4.64	225158	18.46	161058	13.03	153973	 2.13	156603	10.55	210072	 7.77	184204	 7.43	157499	30.96	179016	 8.34	211953	40.08	193739	41.91	184394	 5.38	197300	 3.25	173971	25.80	153145	 2.62	228032	25.13	152374	21.82	187298	 7.88	141790	 5.10	148620	 7.23	179073	 9.98	192796	 1.32	188493	24.88	169383	63.64	163604	43.31	146961	23.56	158494	 0.19	79773	 0.73	74780	18.78	77255	40.80	108809	66.05	67821	94.13
lethal_Y_RNA::chr5:10333831-10333893	16	18	182754	 7.40	160815	55.20	261013	34.27	207053	16.87	199138	 4.48	195511	14.08	151580	 1.00	131710	41.49	172909	39.18	174855	36.43	178239	20.24	186431	 8.87	230749	 9.76	221243	11.15	178759	 5.69	193393	25.12	223094	57.46	186383	 5.17	234673	 3.99	190085	14.54	213649	14.38	235395	12.85	189856	 4.42	172437	23.26	141604	41.56	197545	 3.16	200524	 7.23	207849	31.30	163261	62.19	148853	55.20	192969	59.26	176783	52.76	221395	46.89	142109	28.49	183805	15.36	193850	30.76	236303	46.53	172789	42.51	147599	30.28	194698	12.55	165619	18.24	201677	 1.73	190680	32.67	160675	42.54	206676	 2.44	277075	 5.54	232757	 4.21	190203	31.78	173654	 9.72	150865	19.91	175339	35.36	198295	12.59	195345	 5.41	148359	30.57	214628	16.63	194899	23.66	202161	19.65	182424	18.75	205110	18.07	140816	 9.07	162498	 1.09	173555	11.45	193138	46.11	207711	 0.95	239195	 2.13	225158	18.32	161058	15.31	153973	 2.99	156603	12.34	210072	11.04	184204	 5.11	157499	32.37	179016	 9.66	211953	39.68	193739	41.44	184394	 5.62	197300	 3.36	173971	25.06	153145	 1.95	228032	25.60	152374	22.24	187298	 6.90	141790	 4.44	148620	 7.69	179073	10.43	192796	 2.28	188493	23.01	169383	64.15	163604	42.54	146961	22.94	158494	 0.31	79773	 0.62	74780	20.22	77255	40.83	108809	65.02	67821	97.75
lethal_Y_RNA::chr5:10333831-10333893	18	20	182754	 9.42	160815	56.87	261013	34.76	207053	19.71	199138	 4.53	195511	17.62	151580	 1.59	131710	43.26	172909	42.31	174855	37.55	178239	20.45	186431	 9.51	230749	12.85	221243	11.26	178759	 7.47	193393	25.71	223094	58.54	186383	 7.71	234673	 6.32	190085	21.94	213649	14.86	235395	18.08	189856	 4.77	172437	24.57	141604	44.34	197545	 3.61	200524	 6.72	207849	33.38	163261	63.82	148853	52.45	192969	59.30	176783	52.75	221395	50.38	142109	29.40	183805	18.69	193850	33.72	236303	49.90	172789	43.94	147599	32.32	194698	14.29	165619	26.39	201677	 1.06	190680	33.27	160675	50.39	206676	 3.14	277075	 2.73	232757	 4.89	190203	32.80	173654	10.61	150865	19.80	175339	38.96	198295	13.08	195345	 5.74	148359	31.93	214628	17.73	194899	27.04	202161	21.27	182424	21.43	205110	20.17	140816	 9.28	162498	 1.23	173555	13.64	193138	52.61	207711	 0.50	239195	 4.99	225158	19.32	161058	16.81	153973	 4.84	156603	11.26	210072	10.60	184204	 9.79	157499	30.88	179016	 9.88	211953	39.32	193739	42.44	184394	 5.28	197300	 3.09	173971	26.52	153145	 4.03	228032	30.30	152374	24.11	187298	 9.19	141790	 8.12	148620	 8.95	179073	10.20	192796	 2.30	188493	26.95	169383	64.68	163604	46.33	146961	23.80	158494	 0.25	79773	 0.68	74780	18.82	77255	39.81	108809	66.00	67821	99.90
lethal_Y_RNA::chr5:10333831-10333893	26	28	182754	 7.78	160815	56.17	261013	33.66	207053	17.27	199138	 2.34	195511	16.08	151580	 1.24	131710	41.38	172909	37.40	174855	36.24	178239	19.59	186431	 8.85	230749	10.14	221243	10.97	178759	 5.80	193393	24.53	223094	56.82	186383	 4.63	234673	 3.95	190085	16.61	213649	14.59	235395	11.93	189856	 4.69	172437	22.57	141604	42.42	197545	 3.55	200524	 5.57	207849	31.95	163261	61.83	148853	54.32	192969	60.21	176783	53.04	221395	47.37	142109	29.90	183805	16.15	193850	30.52	236303	47.25	172789	43.64	147599	33.06	194698	11.92	165619	23.25	201677	 0.84	190680	33.22	160675	51.03	206676	 2.47	277075	 3.41	232757	 5.06	190203	31.07	173654	 9.37	150865	14.98	175339	34.48	198295	13.86	195345	 4.94	148359	30.24	214628	16.11	194899	24.04	202161	19.96	182424	17.59	205110	18.57	140816	 6.14	162498	 1.59	173555	12.44	193138	47.52	207711	 0.78	239195	 4.53	225158	17.63	161058	15.19	153973	 3.53	156603	12.49	210072	 9.57	184204	 7.04	157499	31.90	179016	 9.12	211953	39.50	193739	41.75	184394	 6.01	197300	 3.16	173971	25.92	153145	 2.08	228032	23.32	152374	22.35	187298	 6.51	141790	 6.29	148620	 5.48	179073	10.21	192796	 1.30	188493	25.41	169383	64.36	163604	41.79	146961	24.78	158494	 0.25	79773	 1.67	74780	16.30	77255	39.68	108809	63.76	67821	98.00
lethal_Y_RNA::chr5:10333831-10333893	28	30	182754	10.21	160815	56.77	261013	34.44	207053	21.30	199138	 5.23	195511	22.07	151580	 2.17	131710	43.87	172909	42.51	174855	36.84	178239	21.02	186431	14.88	230749	15.42	221243	11.24	178759	 9.98	193393	27.20	223094	60.02	186383	10.39	234673	 7.31	190085	25.30	213649	14.98	235395	20.79	189856	 5.76	172437	25.12	141604	45.59	197545	 4.47	200524	 8.42	207849	34.38	163261	62.45	148853	60.88	192969	60.10	176783	52.36	221395	50.32	142109	31.44	183805	19.16	193850	35.20	236303	50.47	172789	44.57	147599	35.37	194698	15.91	165619	29.83	201677	 1.26	190680	33.20	160675	50.22	206676	 2.46	277075	 3.50	232757	 5.54	190203	33.83	173654	 8.87	150865	21.18	175339	45.57	198295	15.41	195345	 6.21	148359	33.11	214628	18.41	194899	27.20	202161	22.52	182424	21.62	205110	19.26	140816	10.08	162498	 0.68	173555	17.05	193138	53.82	207711	 0.64	239195	 5.13	225158	20.08	161058	20.60	153973	 5.34	156603	15.30	210072	13.20	184204	12.09	157499	33.76	179016	10.15	211953	40.58	193739	42.54	184394	 5.82	197300	 3.91	173971	26.19	153145	 4.05	228032	38.08	152374	24.57	187298	11.47	141790	 8.03	148620	 6.75	179073	10.49	192796	 2.04	188493	29.85	169383	64.57	163604	47.78	146961	25.88	158494	 0.77	79773	 0.67	74780	18.96	77255	39.57	108809	66.05	67821	99.66
lethal_Y_RNA::chr5:10333831-10333893	35	37	182754	 7.74	160815	55.50	261013	34.57	207053	20.34	199138	 2.33	195511	17.02	151580	 1.36	131710	40.99	172909	39.56	174855	37.08	178239	18.93	186431	11.95	230749	10.85	221243	10.76	178759	 7.94	193393	27.16	223094	58.80	186383	 6.31	234673	 5.96	190085	22.85	213649	14.92	235395	16.02	189856	 4.02	172437	25.68	141604	44.74	197545	 2.69	200524	 6.23	207849	29.60	163261	60.15	148853	58.14	192969	59.38	176783	52.04	221395	48.57	142109	29.68	183805	18.45	193850	32.13	236303	49.01	172789	44.33	147599	31.55	194698	14.75	165619	22.46	201677	 1.48	190680	32.55	160675	46.31	206676	 2.64	277075	 2.69	232757	 5.75	190203	32.68	173654	 9.15	150865	18.99	175339	34.76	198295	12.80	195345	 5.23	148359	30.96	214628	16.46	194899	27.37	202161	21.36	182424	20.18	205110	20.56	140816	 8.21	162498	 0.92	173555	12.53	193138	52.39	207711	 0.69	239195	 2.89	225158	19.17	161058	15.05	153973	 4.44	156603	12.61	210072	11.08	184204	 7.75	157499	32.69	179016	 9.82	211953	40.28	193739	42.07	184394	 4.74	197300	 3.01	173971	25.91	153145	 2.83	228032	27.67	152374	23.45	187298	 8.52	141790	 8.09	148620	 4.94	179073	10.14	192796	 2.16	188493	27.03	169383	62.78	163604	43.60	146961	24.64	158494	 0.20	79773	 1.66	74780	21.73	77255	40.83	108809	66.82	67821	96.23
