Amplicon	Cpos	Gpos	001-A1-1824.cov	001-A1-1824.ratio	002-B1-954.cov	002-B1-954.ratio	003-C1-1912.cov	003-C1-1912.ratio	004-D1-1757.cov	004-D1-1757.ratio	005-E1-2477.cov	005-E1-2477.ratio	006-F1-1436.cov	006-F1-1436.ratio	007-G1-1755.cov	007-G1-1755.ratio	008-H1-1954.cov	008-H1-1954.ratio	009-A2-1439.cov	009-A2-1439.ratio	010-B2-1963.cov	010-B2-1963.ratio	011-C2-1219.cov	011-C2-1219.ratio	012-D2-1924.cov	012-D2-1924.ratio	013-E2-1261.cov	013-E2-1261.ratio	014-F2-2074.cov	014-F2-2074.ratio	015-G2-2010.cov	015-G2-2010.ratio	016-H2-1274.cov	016-H2-1274.ratio	017-A3-1927.cov	017-A3-1927.ratio	018-B3-1309.cov	018-B3-1309.ratio	019-C3-956.cov	019-C3-956.ratio	020-D3-1712.cov	020-D3-1712.ratio	021-E3-565.cov	021-E3-565.ratio	022-F3-593.cov	022-F3-593.ratio	023-G3-1857.cov	023-G3-1857.ratio	024-H3-995.cov	024-H3-995.ratio	025-A4-1831.cov	025-A4-1831.ratio	026-B4-896.cov	026-B4-896.ratio	027-C4-2481.cov	027-C4-2481.ratio	028-D4-491.cov	028-D4-491.ratio	029-E4-2271.cov	029-E4-2271.ratio	030-F4-953.cov	030-F4-953.ratio	031-G4-2290.cov	031-G4-2290.ratio	032-H4-2512.cov	032-H4-2512.ratio	033-A5-2269.cov	033-A5-2269.ratio	034-B5-1734.cov	034-B5-1734.ratio	035-C5-2106.cov	035-C5-2106.ratio	036-D5-1804.cov	036-D5-1804.ratio	037-E5-1753.cov	037-E5-1753.ratio	038-F5-999.cov	038-F5-999.ratio	039-G5-1744.cov	039-G5-1744.ratio	040-H5-2414.cov	040-H5-2414.ratio	041-A6-947.cov	041-A6-947.ratio	042-B6-1377.cov	042-B6-1377.ratio	043-C6-1793.cov	043-C6-1793.ratio	044-D6-1893.cov	044-D6-1893.ratio	045-E6-535.cov	045-E6-535.ratio	046-F6-1438.cov	046-F6-1438.ratio	047-G6-1825.cov	047-G6-1825.ratio	048-H6-890.cov	048-H6-890.ratio	049-A7-2294.cov	049-A7-2294.ratio	050-B7-816.cov	050-B7-816.ratio	051-C7-2525.cov	051-C7-2525.ratio	052-D7-1225.cov	052-D7-1225.ratio	053-E7-2052.cov	053-E7-2052.ratio	054-F7-385.cov	054-F7-385.ratio	055-G7-496.cov	055-G7-496.ratio	056-H7-2182.cov	056-H7-2182.ratio	057-A8-2483.cov	057-A8-2483.ratio	058-B8-2079.cov	058-B8-2079.ratio	059-C8-2102.cov	059-C8-2102.ratio	060-D8-1651.cov	060-D8-1651.ratio	061-E8-891.cov	061-E8-891.ratio	062-F8-2114.cov	062-F8-2114.ratio	063-G8-2175.cov	063-G8-2175.ratio	064-H8-1856.cov	064-H8-1856.ratio	065-A9-2107.cov	065-A9-2107.ratio	066-B9-540.cov	066-B9-540.ratio	067-C9-1808.cov	067-C9-1808.ratio	068-D9-2424.cov	068-D9-2424.ratio	069-E9-2428.cov	069-E9-2428.ratio	070-F9-2321.cov	070-F9-2321.ratio	071-G9-897.cov	071-G9-897.ratio	072-H9-933.cov	072-H9-933.ratio	073-A10-924.cov	073-A10-924.ratio	074-B10-2313.cov	074-B10-2313.ratio	075-C10-1218.cov	075-C10-1218.ratio	076-D10-1603.cov	076-D10-1603.ratio	077-E10-1256.cov	077-E10-1256.ratio	078-F10-904.cov	078-F10-904.ratio	079-G10-1894.cov	079-G10-1894.ratio	080-H10-2246.cov	080-H10-2246.ratio	081-A11-2316.cov	081-A11-2316.ratio	082-B11-2127.cov	082-B11-2127.ratio	083-C11-2466.cov	083-C11-2466.ratio	084-D11-448.cov	084-D11-448.ratio	085-E11-2510.cov	085-E11-2510.ratio	086-F11-613.cov	086-F11-613.ratio	087-G11-2144.cov	087-G11-2144.ratio	088-H11-1754.cov	088-H11-1754.ratio	089-A12-1916.cov	089-A12-1916.ratio	090-B12-1619.cov	090-B12-1619.ratio	091-C12-2603.cov	091-C12-2603.ratio	092-D12-1826.cov	092-D12-1826.ratio	093-E12-2607.cov	093-E12-2607.ratio	094-F12-1376.cov	094-F12-1376.ratio	095-G12-2452.cov	095-G12-2452.ratio	096-H12-2393.cov	096-H12-2393.ratio
lethal_RP11-927P21.4::chr17:62777131-62777183	3	5	3680	32.12	3144	 7.12	10781	13.73	4123	28.84	9489	48.58	8872	64.66	9040	65.73	11131	63.11	806	23.57	4613	61.20	3530	46.40	5938	 0.77	5638	 2.61	810	26.79	278	 3.24	1458	 8.16	16592	12.98	9683	44.77	4465	35.16	5450	 0.73	4991	48.87	3766	 0.56	5669	46.55	1533	83.76	13622	29.12	6765	85.25	3057	27.67	1406	29.02	3964	21.22	1387	 0.43	5772	44.39	4940	35.65	2938	30.16	2689	54.33	4933	 5.29	2734	68.62	4256	47.67	7106	59.91	1887	39.11	2573	58.96	2410	 2.16	1368	54.09	1390	91.80	6748	 7.38	16575	62.27	1503	50.17	3486	44.98	1134	 1.41	6966	68.96	9639	10.84	10631	30.58	5025	88.28	6960	77.03	7892	32.07	5343	76.04	14836	 2.01	9734	43.81	1513	 4.49	13801	 1.93	3472	17.25	1250	 0.96	3978	25.64	4522	78.39	8675	 3.88	3447	39.02	2463	43.48	11559	43.46	9111	76.30	9910	76.44	7531	46.90	8279	73.96	11697	59.84	5187	79.60	11067	74.99	8926	66.09	7245	86.61	8355	62.70	1082	48.80	11910	34.99	5230	38.30	9885	66.82	3123	 3.49	7577	 2.86	10068	22.95	4334	27.30	13811	 1.78	15930	44.92	4463	63.75	5692	 2.20	2768	 0.51	9786	36.15	3773	27.46	18457	58.57	9978	 1.77	8337	59.29	13147	35.02
lethal_RP11-927P21.4::chr17:62777131-62777183	18	20	3680	44.65	3144	19.27	10781	24.49	4123	30.34	9489	52.22	8872	68.59	9040	68.68	11131	65.14	806	34.62	4613	59.90	3530	50.74	5938	 5.52	5638	 4.75	810	30.00	278	 5.04	1458	 9.47	16592	35.61	9683	48.68	4465	40.34	5450	 2.94	4991	52.69	3766	 0.93	5669	48.65	1533	86.56	13622	32.92	6765	87.75	3057	31.67	1406	31.72	3964	23.89	1387	 1.30	5772	45.77	4940	36.54	2938	31.35	2689	57.08	4933	13.01	2734	72.60	4256	49.41	7106	62.20	1887	42.24	2573	62.53	2410	 5.60	1368	58.85	1390	92.37	6748	 8.98	16575	69.11	1503	58.88	3486	49.91	1134	 1.06	6966	71.63	9639	12.12	10631	32.51	5025	90.13	6960	78.97	7892	41.04	5343	75.67	14836	 2.14	9734	45.45	1513	 5.68	13801	 4.49	3472	19.59	1250	 3.36	3978	31.17	4522	83.48	8675	 5.63	3447	61.13	2463	45.92	11559	44.63	9111	79.04	9910	80.72	7531	49.94	8279	76.56	11697	59.41	5187	83.69	11067	77.17	8926	69.11	7245	92.66	8355	66.91	1082	51.94	11910	40.05	5230	41.80	9885	73.00	3123	 8.84	7577	 5.40	10068	20.92	4334	32.23	13811	 4.03	15930	51.01	4463	67.78	5692	 2.37	2768	 2.35	9786	44.30	3773	28.84	18457	63.70	9978	 4.54	8337	59.05	13147	40.21
lethal_RP11-927P21.4::chr17:62777131-62777183	28	30	3680	41.01	3144	11.58	10781	18.39	4123	30.80	9489	51.33	8872	67.11	9040	66.90	11131	64.78	806	32.26	4613	61.33	3530	47.05	5938	 2.76	5638	 3.05	810	27.90	278	 2.88	1458	 8.57	16592	21.97	9683	46.29	4465	38.05	5450	 2.11	4991	51.13	3766	 1.14	5669	46.53	1533	83.69	13622	32.13	6765	86.64	3057	30.49	1406	31.29	3964	22.98	1387	 0.50	5772	45.41	4940	35.87	2938	29.92	2689	55.00	4933	 9.99	2734	69.24	4256	48.94	7106	60.79	1887	39.43	2573	61.41	2410	 3.24	1368	58.19	1390	91.29	6748	 7.63	16575	68.30	1503	56.49	3486	45.78	1134	 0.88	6966	72.28	9639	 9.40	10631	29.71	5025	88.80	6960	76.91	7892	41.14	5343	73.74	14836	 2.29	9734	43.14	1513	 3.97	13801	 2.47	3472	17.25	1250	 1.76	3978	29.26	4522	82.40	8675	 6.50	3447	59.36	2463	45.23	11559	40.94	9111	79.26	9910	78.60	7531	48.11	8279	75.61	11697	60.00	5187	81.47	11067	76.17	8926	66.97	7245	92.53	8355	65.97	1082	51.57	11910	38.20	5230	43.15	9885	69.64	3123	 5.83	7577	 4.00	10068	22.27	4334	29.90	13811	 2.00	15930	49.40	4463	65.40	5692	 2.42	2768	 2.06	9786	38.41	3773	28.60	18457	61.22	9978	 2.39	8337	59.15	13147	39.51
lethal_TBX1::chr22:19743310-19743360	0	2	23079	74.44	21970	66.59	20516	29.20	14224	74.92	30978	48.92	32845	60.08	18691	48.21	43091	67.77	10344	56.47	21606	72.32	20728	59.50	34916	70.94	29989	64.06	7887	23.08	2321	 6.46	13118	44.91	38183	57.53	22403	41.36	19935	66.24	20250	11.06	26072	66.18	16112	28.07	27679	78.41	13149	86.93	30223	64.99	7366	 6.03	16159	54.60	10798	53.95	23443	82.54	9116	37.94	39361	76.14	21170	30.50	24872	76.45	13987	67.20	13432	 1.23	16991	69.58	29306	71.82	14381	 2.09	12375	64.41	21487	67.36	14010	53.03	10531	72.73	7500	69.29	25942	63.43	38881	78.39	15674	64.61	12996	24.15	6427	 3.81	18646	59.81	24846	51.24	31141	50.30	23964	72.23	21313	52.48	24434	44.32	19348	79.99	22861	45.89	34866	60.81	8696	21.17	33819	74.22	15479	23.68	3786	 7.69	15172	22.83	12495	41.95	15252	27.48	16301	48.50	20531	92.72	34870	62.65	8445	55.33	32003	85.60	22496	68.82	39042	85.99	19932	55.20	19444	67.78	23893	76.70	36304	85.54	18748	59.24	23362	45.31	6650	41.67	23501	28.86	18334	49.88	25642	 8.84	18074	61.33	33707	54.88	43877	87.44	25071	63.11	24519	28.37	31986	43.07	19057	65.39	42038	69.35	20852	81.39	40445	75.96	17203	59.97	29348	57.06	27371	58.14	37561	76.83	34462	82.07
lethal_TBX1::chr22:19743310-19743360	25	27	23079	72.51	21970	66.98	20516	32.52	14224	72.17	30978	63.18	32845	68.06	18691	47.12	43091	69.07	10344	57.44	21606	73.04	20728	54.01	34916	72.53	29989	63.69	7887	40.54	2321	 7.84	13118	41.43	38183	75.75	22403	30.34	19935	65.53	20250	10.14	26072	64.02	16112	24.87	27679	74.25	13149	86.81	30223	54.31	7366	 4.72	16159	56.22	10798	55.38	23443	77.98	9116	28.25	39361	74.06	21170	29.04	24872	76.13	13987	67.67	13432	 3.72	16991	69.22	29306	72.44	14381	 5.22	12375	63.30	21487	65.82	14010	57.08	10531	66.01	7500	43.77	25942	61.65	38881	80.14	15674	61.84	12996	30.56	6427	 5.06	18646	50.19	24846	50.82	31141	43.08	23964	71.40	21313	51.55	24434	40.02	19348	83.79	22861	47.58	34866	59.31	8696	21.57	33819	71.75	15479	25.80	3786	 8.64	15172	18.43	12495	42.19	15252	46.30	16301	57.32	20531	91.71	34870	66.45	8445	26.02	32003	82.74	22496	68.63	39042	83.06	19932	52.84	19444	63.28	23893	74.74	36304	85.54	18748	53.50	23362	44.02	6650	41.35	23501	24.21	18334	51.93	25642	 8.53	18074	59.88	33707	53.61	43877	88.50	25071	60.90	24519	18.22	31986	39.83	19057	67.91	42038	72.63	20852	79.36	40445	76.28	17203	59.21	29348	70.39	27371	57.17	37561	81.13	34462	85.09
lethal_TBX1::chr22:19743310-19743360	30	32	23079	76.16	21970	70.85	20516	37.77	14224	76.53	30978	73.43	32845	75.57	18691	59.63	43091	68.58	10344	63.23	21606	76.40	20728	60.70	34916	77.40	29989	70.64	7887	59.06	2321	12.41	13118	50.74	38183	84.08	22403	43.75	19935	74.53	20250	16.21	26072	69.41	16112	35.13	27679	80.28	13149	91.47	30223	69.12	7366	 5.92	16159	69.37	10798	63.98	23443	85.19	9116	70.82	39361	76.78	21170	38.10	24872	78.04	13987	71.49	13432	 9.64	16991	75.25	29306	76.93	14381	 9.16	12375	68.97	21487	76.13	14010	70.97	10531	79.22	7500	61.01	25942	64.67	38881	81.60	15674	70.91	12996	43.74	6427	18.34	18646	71.24	24846	58.17	31141	55.09	23964	89.13	21313	65.14	24434	55.16	19348	82.44	22861	53.39	34866	62.99	8696	34.10	33819	83.28	15479	35.75	3786	14.61	15172	31.36	12495	56.28	15252	52.43	16301	78.61	20531	94.09	34870	69.02	8445	53.05	32003	85.35	22496	73.97	39042	87.52	19932	54.78	19444	82.61	23893	80.73	36304	86.55	18748	63.68	23362	51.84	6650	56.48	23501	39.60	18334	56.29	25642	19.68	18074	69.34	33707	57.64	43877	90.71	25071	69.90	24519	33.26	31986	50.65	19057	71.53	42038	73.13	20852	81.26	40445	80.07	17203	65.91	29348	74.56	27371	59.10	37561	82.82	34462	84.33
lethal_TBX1::chr22:19743310-19743360	32	34	23079	72.86	21970	68.93	20516	39.11	14224	76.85	30978	71.78	32845	75.40	18691	52.53	43091	69.69	10344	60.75	21606	70.17	20728	58.29	34916	74.17	29989	70.17	7887	54.75	2321	10.38	13118	48.29	38183	81.77	22403	38.29	19935	69.44	20250	12.34	26072	69.19	16112	32.42	27679	79.34	13149	88.28	30223	69.26	7366	 5.99	16159	62.60	10798	58.58	23443	81.96	9116	65.00	39361	75.63	21170	39.35	24872	80.05	13987	70.06	13432	 7.99	16991	73.66	29306	74.79	14381	11.62	12375	67.59	21487	71.80	14010	67.04	10531	71.19	7500	74.60	25942	57.24	38881	83.41	15674	65.67	12996	40.48	6427	 5.35	18646	47.71	24846	54.98	31141	52.72	23964	86.58	21313	64.51	24434	45.44	19348	84.88	22861	47.10	34866	63.48	8696	30.51	33819	71.46	15479	36.69	3786	 9.83	15172	26.90	12495	48.53	15252	54.51	16301	65.06	20531	92.96	34870	67.84	8445	55.95	32003	82.78	22496	71.02	39042	85.88	19932	57.46	19444	76.97	23893	75.72	36304	88.48	18748	55.23	23362	48.33	6650	52.96	23501	34.17	18334	52.98	25642	12.82	18074	63.87	33707	50.67	43877	87.77	25071	65.04	24519	30.74	31986	42.84	19057	74.27	42038	70.75	20852	80.33	40445	80.08	17203	62.72	29348	72.97	27371	55.19	37561	80.66	34462	88.38
lethal_TBX1::chr22:19743310-19743360	35	37	23079	80.03	21970	73.64	20516	44.79	14224	81.05	30978	81.38	32845	76.87	18691	76.75	43091	70.07	10344	68.28	21606	78.77	20728	63.07	34916	75.40	29989	78.92	7887	65.56	2321	26.41	13118	63.00	38183	85.35	22403	51.41	19935	78.23	20250	36.21	26072	70.26	16112	48.98	27679	82.62	13149	90.56	30223	83.76	7366	 8.15	16159	74.14	10798	66.44	23443	83.93	9116	74.66	39361	80.83	21170	50.70	24872	81.55	13987	73.67	13432	23.38	16991	81.31	29306	78.93	14381	22.65	12375	70.90	21487	78.75	14010	80.53	10531	82.16	7500	88.24	25942	65.01	38881	81.95	15674	75.03	12996	54.12	6427	33.51	18646	73.47	24846	60.65	31141	65.47	23964	88.57	21313	72.14	24434	68.09	19348	87.13	22861	57.08	34866	70.40	8696	44.09	33819	89.70	15479	55.09	3786	24.70	15172	47.30	12495	66.90	15252	62.65	16301	85.36	20531	93.67	34870	71.88	8445	66.62	32003	85.83	22496	75.78	39042	87.29	19932	60.27	19444	84.36	23893	83.38	36304	89.00	18748	88.49	23362	66.15	6650	68.84	23501	59.46	18334	64.79	25642	35.96	18074	70.97	33707	63.43	43877	87.16	25071	75.22	24519	51.98	31986	56.96	19057	77.08	42038	78.08	20852	84.13	40445	81.17	17203	71.24	29348	82.31	27371	61.79	37561	83.07	34462	88.12
lethal_TBX1::chr22:19743310-19743360	42	44	23079	72.13	21970	68.05	20516	26.97	14224	74.68	30978	72.27	32845	71.97	18691	50.85	43091	69.22	10344	60.41	21606	69.81	20728	55.80	34916	72.80	29989	65.56	7887	54.82	2321	10.38	13118	45.70	38183	79.01	22403	39.37	19935	68.23	20250	12.80	26072	65.00	16112	29.79	27679	78.78	13149	89.57	30223	64.50	7366	 5.43	16159	58.67	10798	57.99	23443	82.70	9116	66.49	39361	76.14	21170	35.76	24872	76.77	13987	69.95	13432	 5.82	16991	73.64	29306	72.50	14381	 7.64	12375	63.90	21487	68.23	14010	63.54	10531	74.25	7500	60.40	25942	63.56	38881	79.61	15674	63.91	12996	29.94	6427	 8.26	18646	50.22	24846	46.18	31141	50.04	23964	85.70	21313	54.78	24434	45.01	19348	82.04	22861	48.58	34866	56.38	8696	24.87	33819	74.34	15479	27.17	3786	 8.77	15172	22.30	12495	50.03	15252	55.30	16301	53.01	20531	92.32	34870	63.12	8445	58.06	32003	83.50	22496	71.39	39042	84.14	19932	56.87	19444	78.20	23893	75.39	36304	85.54	18748	54.31	23362	49.01	6650	55.80	23501	35.68	18334	54.36	25642	10.61	18074	59.52	33707	55.78	43877	89.02	25071	65.02	24519	29.48	31986	43.72	19057	70.86	42038	71.71	20852	78.66	40445	80.55	17203	59.23	29348	68.37	27371	56.24	37561	79.84	34462	83.13
lethal_Y_RNA::chr5:10333831-10333893	0	2	261838	17.72	225920	 7.23	168035	 6.51	116406	11.28	181099	 9.95	238484	 6.96	117180	42.86	195466	40.93	189042	26.92	145120	56.98	168938	 2.98	159553	28.82	196660	26.10	222371	 2.69	149658	 5.09	149281	 9.22	199509	 1.06	224423	 2.45	203744	12.31	200317	 2.28	166309	16.53	203492	 9.81	140580	27.03	62178	70.79	164357	34.23	226844	 1.82	163301	 3.09	160244	 3.76	104627	28.55	158356	 0.87	259939	46.63	185613	 1.32	168972	20.08	97469	39.18	147297	 1.68	146038	11.29	175871	 1.30	199180	26.50	88358	30.81	163622	17.71	133853	 1.92	83834	 4.68	176643	45.24	137580	 8.33	193290	20.44	242683	 5.00	106144	 6.87	119414	45.25	158881	 1.93	165639	11.27	227903	14.79	134668	81.25	210102	15.25	202771	 3.49	120750	61.48	153858	17.32	170091	20.93	95763	 4.50	169101	 3.79	158308	15.05	111442	 1.54	203915	 0.68	140581	 5.07	118670	 2.28	182406	30.88	110703	31.07	191907	 4.33	80081	24.25	139179	68.06	205953	 5.86	204419	62.87	174811	40.65	191887	 1.47	202276	57.84	196194	62.82	174118	57.89	205996	 6.56	201753	20.77	156304	 2.43	153524	15.89	226077	 4.98	141645	 3.31	246273	25.81	203446	55.57	196317	17.02	237000	 3.79	235394	 1.41	136973	22.82	231892	 1.19	320833	73.35	193628	40.22	175541	26.62	151328	 9.08	183121	32.49	165827	47.88	152487	45.95
lethal_Y_RNA::chr5:10333831-10333893	4	6	261838	16.64	225920	 7.40	168035	 6.86	116406	12.20	181099	 9.97	238484	12.47	117180	45.67	195466	42.05	189042	28.63	145120	56.87	168938	 2.16	159553	29.50	196660	26.82	222371	 3.00	149658	 4.97	149281	 8.26	199509	 1.81	224423	 1.64	203744	13.31	200317	 1.88	166309	18.02	203492	 9.32	140580	25.12	62178	69.76	164357	33.87	226844	 1.69	163301	 3.18	160244	 4.25	104627	27.98	158356	 0.77	259939	45.27	185613	 0.57	168972	19.52	97469	46.17	147297	 1.88	146038	12.70	175871	 1.47	199180	27.96	88358	31.84	163622	19.27	133853	 2.59	83834	 7.13	176643	45.71	137580	 8.67	193290	28.38	242683	 6.44	106144	 6.79	119414	49.27	158881	 1.64	165639	13.63	227903	14.47	134668	81.49	210102	20.29	202771	 3.40	120750	62.40	153858	20.11	170091	22.13	95763	 6.48	169101	 1.92	158308	15.67	111442	 0.69	203915	 0.73	140581	 4.93	118670	 0.52	182406	29.84	110703	31.79	191907	 2.92	80081	35.34	139179	65.11	205953	 4.22	204419	64.06	174811	42.92	191887	 0.38	202276	56.94	196194	64.03	174118	61.51	205996	 6.58	201753	21.84	156304	 3.24	153524	17.39	226077	 5.01	141645	 4.89	246273	25.95	203446	56.61	196317	19.14	237000	 5.09	235394	 1.55	136973	22.67	231892	 0.51	320833	73.23	193628	42.25	175541	25.73	151328	 7.39	183121	30.16	165827	49.01	152487	46.92
lethal_Y_RNA::chr5:10333831-10333893	16	18	261838	17.30	225920	 9.26	168035	 6.82	116406	12.02	181099	 8.45	238484	 9.97	117180	46.30	195466	42.04	189042	28.78	145120	57.23	168938	 1.39	159553	28.72	196660	26.86	222371	 4.02	149658	 4.65	149281	 9.95	199509	 0.19	224423	 0.78	203744	13.30	200317	 2.66	166309	16.26	203492	 9.86	140580	26.76	62178	71.17	164357	32.07	226844	 1.26	163301	 3.40	160244	 4.35	104627	28.52	158356	 1.00	259939	46.50	185613	 1.20	168972	19.99	97469	46.61	147297	 0.73	146038	13.78	175871	 1.53	199180	26.77	88358	31.25	163622	19.59	133853	 1.99	83834	 6.63	176643	42.11	137580	10.55	193290	25.09	242683	 5.78	106144	 9.44	119414	48.49	158881	 1.93	165639	15.03	227903	14.97	134668	81.53	210102	19.43	202771	 4.55	120750	61.32	153858	20.74	170091	22.12	95763	 5.00	169101	 3.18	158308	16.98	111442	 0.71	203915	 0.78	140581	 5.53	118670	 0.26	182406	30.94	110703	31.86	191907	 5.35	80081	36.16	139179	67.28	205953	 4.68	204419	64.63	174811	41.98	191887	 0.91	202276	58.35	196194	62.82	174118	63.05	205996	 5.22	201753	22.30	156304	 4.14	153524	16.55	226077	 6.38	141645	 3.18	246273	25.92	203446	56.99	196317	19.32	237000	 6.01	235394	 1.82	136973	23.26	231892	 0.51	320833	73.72	193628	41.48	175541	27.69	151328	 7.47	183121	31.82	165827	47.99	152487	44.77
lethal_Y_RNA::chr5:10333831-10333893	18	20	261838	17.01	225920	10.94	168035	10.06	116406	14.19	181099	 8.55	238484	13.34	117180	51.99	195466	41.95	189042	28.80	145120	57.07	168938	 3.00	159553	28.39	196660	27.38	222371	 4.22	149658	 5.74	149281	 9.44	199509	 1.92	224423	 1.64	203744	13.11	200317	 0.47	166309	19.81	203492	10.66	140580	26.89	62178	70.78	164357	33.19	226844	 1.23	163301	 3.97	160244	 5.00	104627	29.49	158356	 0.81	259939	46.28	185613	 1.86	168972	19.04	97469	46.22	147297	 1.73	146038	15.36	175871	 2.08	199180	28.36	88358	31.92	163622	19.91	133853	 2.11	83834	10.20	176643	46.95	137580	 9.54	193290	29.67	242683	 6.86	106144	11.09	119414	50.55	158881	 1.23	165639	13.76	227903	16.09	134668	82.19	210102	20.42	202771	 5.14	120750	62.79	153858	22.48	170091	21.17	95763	 6.91	169101	 2.92	158308	18.65	111442	 0.87	203915	 1.22	140581	 6.44	118670	 2.64	182406	31.45	110703	31.91	191907	 4.25	80081	37.55	139179	67.89	205953	 4.91	204419	66.07	174811	42.74	191887	 0.97	202276	57.56	196194	62.99	174118	63.88	205996	 6.38	201753	23.68	156304	 4.45	153524	17.19	226077	 7.94	141645	 5.38	246273	27.08	203446	60.28	196317	19.86	237000	 4.80	235394	 2.06	136973	23.57	231892	 0.97	320833	74.30	193628	41.61	175541	26.79	151328	 6.86	183121	32.65	165827	47.47	152487	46.65
lethal_Y_RNA::chr5:10333831-10333893	26	28	261838	17.83	225920	10.04	168035	 5.86	116406	11.40	181099	11.14	238484	 8.42	117180	48.36	195466	40.24	189042	28.44	145120	58.31	168938	 2.76	159553	28.43	196660	28.48	222371	 5.11	149658	 4.92	149281	 9.14	199509	 1.82	224423	 0.60	203744	13.51	200317	 2.20	166309	16.29	203492	 9.60	140580	28.46	62178	69.27	164357	33.28	226844	 1.53	163301	 3.22	160244	 5.07	104627	29.12	158356	 1.32	259939	47.08	185613	 1.69	168972	20.09	97469	45.73	147297	 1.63	146038	12.75	175871	 1.36	199180	26.28	88358	32.73	163622	19.31	133853	 2.68	83834	 8.01	176643	46.12	137580	 9.17	193290	23.36	242683	 6.29	106144	 8.92	119414	48.76	158881	 2.14	165639	14.06	227903	14.26	134668	82.54	210102	21.85	202771	 4.23	120750	61.41	153858	20.06	170091	21.33	95763	 6.08	169101	 2.95	158308	16.86	111442	 1.04	203915	 1.42	140581	 6.39	118670	 2.18	182406	30.57	110703	31.77	191907	 3.39	80081	34.76	139179	69.07	205953	 5.46	204419	63.65	174811	43.24	191887	 0.92	202276	57.87	196194	61.09	174118	63.00	205996	 5.34	201753	22.39	156304	 4.25	153524	15.91	226077	 6.36	141645	 3.65	246273	26.22	203446	53.25	196317	19.42	237000	 3.47	235394	 1.70	136973	23.07	231892	 1.85	320833	72.98	193628	43.13	175541	27.18	151328	 5.58	183121	31.48	165827	47.56	152487	44.02
lethal_Y_RNA::chr5:10333831-10333893	28	30	261838	18.22	225920	14.37	168035	 7.73	116406	17.30	181099	11.86	238484	12.68	117180	54.13	195466	43.01	189042	29.41	145120	57.90	168938	 2.37	159553	29.19	196660	29.72	222371	 6.19	149658	 6.51	149281	10.28	199509	 1.17	224423	 1.14	203744	13.53	200317	 1.48	166309	20.43	203492	 9.71	140580	29.91	62178	70.71	164357	32.39	226844	 1.23	163301	 3.97	160244	 6.15	104627	29.99	158356	 1.33	259939	46.04	185613	 1.72	168972	19.96	97469	45.74	147297	 2.18	146038	16.82	175871	 2.61	199180	31.03	88358	32.79	163622	20.21	133853	 3.70	83834	11.21	176643	47.33	137580	12.22	193290	31.47	242683	 7.60	106144	 9.94	119414	50.93	158881	 1.58	165639	16.04	227903	16.06	134668	82.70	210102	23.98	202771	 4.89	120750	64.18	153858	20.82	170091	24.24	95763	 8.55	169101	 3.21	158308	20.19	111442	 0.67	203915	 0.96	140581	 7.38	118670	 0.28	182406	31.20	110703	33.70	191907	 4.64	80081	39.91	139179	69.69	205953	 9.69	204419	63.86	174811	41.50	191887	 1.23	202276	57.45	196194	64.19	174118	73.90	205996	 7.04	201753	25.95	156304	 5.20	153524	16.43	226077	 7.02	141645	 4.72	246273	26.42	203446	62.00	196317	20.94	237000	 5.91	235394	 2.55	136973	24.97	231892	 2.02	320833	73.97	193628	41.84	175541	27.06	151328	 9.13	183121	32.50	165827	49.06	152487	46.68
lethal_Y_RNA::chr5:10333831-10333893	35	37	261838	17.42	225920	 9.18	168035	 8.16	116406	13.84	181099	10.86	238484	10.96	117180	49.12	195466	42.70	189042	27.82	145120	56.66	168938	 2.32	159553	28.17	196660	26.83	222371	 4.93	149658	 5.76	149281	 8.77	199509	 0.76	224423	 1.28	203744	13.46	200317	 2.27	166309	18.25	203492	 9.60	140580	27.47	62178	70.51	164357	31.37	226844	 1.21	163301	 2.95	160244	 5.29	104627	29.01	158356	 1.04	259939	46.38	185613	 1.32	168972	19.16	97469	45.81	147297	 1.71	146038	13.58	175871	 2.32	199180	26.38	88358	31.75	163622	19.68	133853	 1.46	83834	 9.56	176643	46.12	137580	10.16	193290	24.52	242683	 6.45	106144	 7.29	119414	49.73	158881	 1.74	165639	15.52	227903	16.33	134668	80.82	210102	19.69	202771	 4.61	120750	63.44	153858	19.85	170091	21.55	95763	 5.33	169101	 2.15	158308	18.58	111442	 0.58	203915	 0.69	140581	 5.18	118670	 1.79	182406	31.21	110703	32.49	191907	 2.31	80081	39.55	139179	68.51	205953	 6.03	204419	65.40	174811	42.61	191887	 1.12	202276	58.96	196194	62.63	174118	67.24	205996	 6.46	201753	24.42	156304	 2.72	153524	17.06	226077	 5.92	141645	 3.18	246273	25.56	203446	60.56	196317	19.05	237000	 5.94	235394	 1.63	136973	23.83	231892	 1.95	320833	73.71	193628	40.11	175541	26.70	151328	 9.25	183121	31.09	165827	47.40	152487	45.90
